No,text,Score_ideal
678,undoubtedly only snapdeal can do that!,
679,"looks everyone wanna join this office ! 
how to apply to work here?",
680,this is  osm  !!  this is  epic    big congratulations   guys,
681,"rt    
the swankiest place to work in is the !
impeccabl…",
682,ves responsive theme -&gt;,
683,best places to work in is the,
684,"they did it!! its wonderful. they have everything, truly all offices",
687,give a look to the newly designed office at gurgoan delhi,
688,"is the place everyone wants to be a part of now!

are you recruiting  ?",
689,has finally landed in   thier new futuristic office in gurgaon,
690,undoubtedly is the best workplace in town,
691,"yeah loved this interior
 ,amazing !!",
692,and this is how they welcome and roll at the same time! perfect,
693,please check dm team i have sent you my issue to you,
694,"did you know tweeps ? 
the is in gurgaon,",
696,it hs great desk space to sit comfortably in order to work  nd plan  efficiently,
698,i've forwarded this to my team to expedite the delivery. we'll get this checked &amp; you'll soon be updated regarding this. thanks!,
699,the designs and interiors of the office is making me say to say its amazing,
700,rt check out the its totally unique and,
701,i want a mobile from you for free,
702,"yes right now, the best place to work is  without a doubt!",
703,"right now, the best place to work is  without a doubt!",
704,my office and workplace is the best but the ain’t that bad either! impressive!,
705,"the swankiest place to work in is the !
impeccable choice!",
706,snapdeal's new office in delhi is surely d swankiest workplace in town droolworthy decor!,
707,"i won the by snapdeal, &amp; still haven't received a prize its been 1 week please help",
709,just love the beauty of  new office space.,
710,"gym, spa, library all at one place.. wow what coud be better than this! l'ovin the news of",
711,everyone would love to work there if we will get this environment in office,
712,rt wow what coud be better than this.,
715,they surely love their employees!,
716,tweeps its great to know that  has opened new office in,
717,new setup at gurgaon is simply amazing !,
718,"wow!
the swankiest place to work in is the !
impeccable choice!",
720,guys its good to know that  has opened new office in,
721,is the place everyone wants to be a part of it .,
722,this work place will be the dreamland for every employees check it out,
723,"this looks amazing
how to apply to work here?",
724,its definitely wow with classy and stylish decor.,
725,will you offer me for free,
726,"yes yes, truly so! elite place to work in!",
727,love this office! this office looks amazing..,
730,topclass is the word for it!,
731,"nice interiors, great design",
732,"yes eye-catching, classy interiors that seem to invite you over at the",
733,"gym
spa
library
proximity to metro!
wow ! now this is great news!",
734,waw...,
735,".. eye-catching, classy interiors that seem to invite you over at the",
736,working hard for something you adore is this is the way working environment,
737,"gurgaon..
looks so cool.. 
i wish could work here !!",
738,how i wish to work here.,
740,is dedicated to snapdeal's hard-working employees. great work!,
741,tweeps without any doubt its  best place for work,
742,so beautifully designed office,
744,my dream office space would undoubtedly be snapdeal's delhi office.,
745,you can refer the given link for the thanks! -kavya,
746,is my next destination. applying today for a job at,
747,eye catchy classy decor a cool place to work,
748,the is ready to to welcome all its employees,
750,good place for new office of snapdeal,
752,great  place to work in is the without a doubt!,
753,folks check the coolest place to work in is the without a doubt!,
754,practically addicted to shopping on snapdeal. they have a nice collections of brands.,
755,found shopping on snapdeal to be very good. i love the amazing offers available on snapdeal.,
756,"no need to fwd, the snapdeal ppl will track you down infact the has been built especially for you",
757,snapdeal makes me want to shop more. one of best mobile shopping apps i have seen so far. great going!,
758,many congratulation to a,
759,hey guys check this how beautifully the has been designed,
760,snapdeal is a nice website. love the huge range of products.,
762,snapdeal is a nice website. great offers and savings from snapdeal.,
763,interesting read,
764,"rt adobe's rajiv mangla to take over as snapdeal's snapdeal is in talks to hire rajiv mangla, a top adobe sy...",
765,new place new world of snapdeal to work in is the,
766,sadda adda! now that's my style! snapdeal wish i could work with you!,
769,tweeps the coolest place to work in is the without a doubt!,
770,tweeps its good to know that  has opened new office in,
772,a grand welcome to employees working in new office,
774,welcome awesomeness in your life with register today -,
776,gurgaon employees are now lucky to have this as best workstation!,
777,"a great mind, a great shopping experience and now a great place for work too",
778,snapdeal shopping in one word - simple amazing i found the customer service of snapdeal to be very nice.,
779,"everyone needs to check the   
best place to work in the ncr!!",
780,a new start to   in form of new office. looks amazing,
781,just as promising as their services!,
782,friends now we also choose our dil ki deal offline with new,
783,in love with this office of  at gurgaon spread at 4.5 lacs sq,
784,"guys look at this!! 
beautifully designed and",
785,what a welcome to employees at i am so impressed.,
787,tweeps is a place where passion meets innovation &amp; create the impact on millions.,
789,i am loving the office,
791,gurgaon the concrete jungle is a perfect place to have office,
792,it's time to welcome in gurgaon!,
793,i would love to work at  how to be an one of ur representative ?,
794,not only nice packing from  the office of snapdeal is also good,
796,"is privy to the 
come, take a look",
797,is perfect,
798,i'm very much excited to know how to apply for the,
799,perfect place &amp; statement of class apart,
801,the infrastructure looks out of the world!,
803,rt tweeps good to know that  has opened new office in,
804,snapdeal makes me happy!!! i was happy to get my product delivered very quickly. within 2 days.. faster than any flipkart,
806,wish my workplace looked like the,
807,"rt gym, spa, library all at one place.. wow what coud be better than this! l'ovin the news of",
808,every place is not lucky as gurgaon to get beautiful office any plans  for office in lucknow?,
809,exide ex850va home ups inverters is selling cheaper at inr 4249 today,
810,such an awesome offyc will bring awesomeness in work too,
811,"gurgaon is so lucky
 is here.",
812,this is true a great office is the secret of unlocking greater potential,
813,if my workplace is the most happening place in,
814,all tweets are fake n snapdeal employees r shouting coz dey r paid dont waste ur time here,
815,"the infrastructure and design of the is just mind blowing, hope there are vacancies for all",
816,a most friendly atmosphere &amp; a superb cool fascinated place ?,
817,"summers won't be summers anymore at gurgoan, thanks to  it'll be the coolest one.",
818,"i cant stop myself , wanna apply as soon as possible its beautiful place to work",
819,"the new snapdeal office is quite impressive &amp; indeed, a blessing for all employees",
820,"at gurgaon. time to make the most of this opportunity, the recruitment is on.",
821,equipped with the new n stylish infrastruture n recreation facilities,
822,most happening place to work is and it's the,
823,hello. i belong to a middle class so i cant afford a smartphone.since 3yrs am using nokia500. help me,
824,yes! just the environment employees would love to be a part of!,
825,delhi is shining with office,
826,just tell me  how to get in there ..  i wanna work in,
828,- 50% off on taneja enterprises blue ride in snapdeal at lowest deal price,
829,- 35% off on toyhouse yellow motor bike 6v rechargeable battery operated ride-on in snapdeal at lowes…,
832,great! this is the best place to be a part of!,
833,goodness !snapdeal new office in gurgaon looks superb cool!,
834,this makes going to office a happy routine. no more monday blues at,
835,"has a gym, spa, library all at one place.. wow what coud be better than this!",
836,to take over as cto,
837,so the coolest place to work in has been opened with without a doubt!,
838,wins hands fown for being paradise for all concerned with them!,
