,score,text,score_ideal
514,3,the infrastructure is just outstanding! in love with the new workplace,
515,1,any vacancy in snapdeal..wanna want to work in gurgaon office !!,
516,1,i want to be part of the - new office new infrastucture -,
517,2,hope my office also does the same makeover,
518,1,"we tried reaching you, but couldn't get through. kindly dm us an alternate no. to contact you. thanks! –kavya",
519,3,the designs and interiors of the office is making me say wow.it's too good,
520,3,one of the best place to work is the without a doubt!,
521,4,safe to say this is the perfect place to work at,
522,4,the overall design and interiors of the office is making me go wow for sure!,
523,7,"definitely one of the greatest place to work in,  is absolutely awesome",
524,9,it is great shopping on snapdeal. fun time. like the quick delivery available on snapdeal.,
525,7,go to and spend some great time there. awesome office of,
526,6,such an awesome opportunity for jobseekers in the ecommerce!,
527,4,"stunning &amp; classy, the is built to drive you crazy!",
528,0,competing with flash sale as against  falsh sale of,
529,0,the employees working in the currently are the luckiest people alive!,
530,3,i would really love to work at,
531,2,infrastructure is mind blowing congrats to all the employee of,
532,3,its the in gurgaon&amp; its one of the best offices i have seen. check it out .,
533,3,everyone wants to work in this lovely office,
534,3,most marvelous work environment in is certainly the wohoo !,
535,4,i so wish to work in best office till the date -,
536,3,perfect office with lots of facilities for all employees,
537,0,you can send your resume to  thanks! –kavya,
538,4,i luved the new office of snapdeal at so amazing it is... total unique...,
539,3,nice interiors indeed,
540,3,would love to work here,
541,3,great place,
542,3,truly inspiring,
543,5,yes its amazing,
544,1,is the reason so many want to work in snapdeal now ;),
545,7,beautiful interiors creating awesome work environment at,
546,3,picture perfect is the word for it!,
547,6,great interiors n great designs too,
548,2,gurgaon is home to another happening work place! all hail,
549,2,the will open new doors of success and trends !,
550,5,its has great work area space to sit serenely to work and plan effectively,
551,1,i agree,
552,9,looks like a great working place and have fun too,
553,3,best workplace to achieve dreams!,
554,3,"great facilities for the employees as well games, cafe, and a lot's of things..",
555,6,in is such an awesome opportunity for jobseekers in the ecommerce!,
556,4,"a gym, a spa, a library...is it really a workplace or a dream home? loved it!",
557,2,congrats to   team for coming up with this new grandeur office in gurgaon!,
558,4,indeed it will be a pleasure to join you team...,
559,0,rt folks check the coolest place to work in is the without a doubt!,
560,5,their office is the perfect gift to their employees,
561,0,look at the sheer aura of the,
562,0,"rt last day for registration – just rs. 4,999 on",
563,4,all the arrangement are awesome now thts we are calling it dil ke deal.,
564,0,undoubtedly only snapdeal can do that!,
565,1,"looks everyone wanna join this office ! 
how to apply to work here?",
566,3,this is  osm  !!  this is  epic    big congratulations   guys,
567,0,"rt    
the swankiest place to work in is the !
impeccabl…",
568,2,ves responsive theme -&gt;,
569,3,best places to work in is the,
570,0,"they did it!! its wonderful. they have everything, truly all offices",
571,0,give a look to the newly designed office at gurgoan delhi,
572,0,"is the place everyone wants to be a part of now!

are you recruiting  ?",
573,0,has finally landed in   thier new futuristic office in gurgaon,
574,3,undoubtedly is the best workplace in town,
575,4,"yeah loved this interior
 ,amazing !!",
576,5,and this is how they welcome and roll at the same time! perfect,
577,1,please check dm team i have sent you my issue to you,
578,0,"did you know tweeps ? 
the is in gurgaon,",
579,3,it hs great desk space to sit comfortably in order to work  nd plan  efficiently,
580,0,i've forwarded this to my team to expedite the delivery. we'll get this checked &amp; you'll soon be updated regarding this. thanks!,
581,4,the designs and interiors of the office is making me say to say its amazing,
582,0,rt check out the its totally unique and,
583,2,i want a mobile from you for free,
584,4,"yes right now, the best place to work is  without a doubt!",
585,3,"right now, the best place to work is  without a doubt!",
586,0,my office and workplace is the best but the ain’t that bad either! impressive!,
587,0,"the swankiest place to work in is the !
impeccable choice!",
588,0,snapdeal's new office in delhi is surely d swankiest workplace in town droolworthy decor!,
589,6,"i won the by snapdeal, &amp; still haven't received a prize its been 1 week please help",
590,3,just love the beauty of  new office space.,
591,6,"gym, spa, library all at one place.. wow what coud be better than this! l'ovin the news of",
592,3,everyone would love to work there if we will get this environment in office,
593,6,rt wow what coud be better than this.,
594,3,they surely love their employees!,
595,3,tweeps its great to know that  has opened new office in,
596,4,new setup at gurgaon is simply amazing !,
597,0,"wow!
the swankiest place to work in is the !
impeccable choice!",
598,3,guys its good to know that  has opened new office in,
599,0,is the place everyone wants to be a part of it .,
600,0,this work place will be the dreamland for every employees check it out,
601,4,"this looks amazing
how to apply to work here?",
602,7,its definitely wow with classy and stylish decor.,
603,1,will you offer me for free,
604,1,"yes yes, truly so! elite place to work in!",
605,3,love this office! this office looks amazing..,
606,0,topclass is the word for it!,
607,6,"nice interiors, great design",
608,5,"yes eye-catching, classy interiors that seem to invite you over at the",
609,7,"gym
spa
library
proximity to metro!
wow ! now this is great news!",
610,0,waw...,
611,4,".. eye-catching, classy interiors that seem to invite you over at the",
612,2,working hard for something you adore is this is the way working environment,
613,1,"gurgaon..
looks so cool.. 
i wish could work here !!",
614,1,how i wish to work here.,
615,5,is dedicated to snapdeal's hard-working employees. great work!,
616,2,tweeps without any doubt its  best place for work,
617,3,so beautifully designed office,
618,1,my dream office space would undoubtedly be snapdeal's delhi office.,
619,0,you can refer the given link for the thanks! -kavya,
620,0,is my next destination. applying today for a job at,
621,4,eye catchy classy decor a cool place to work,
622,2,the is ready to to welcome all its employees,
623,3,good place for new office of snapdeal,
624,3,great  place to work in is the without a doubt!,
625,0,folks check the coolest place to work in is the without a doubt!,
626,3,practically addicted to shopping on snapdeal. they have a nice collections of brands.,
627,7,found shopping on snapdeal to be very good. i love the amazing offers available on snapdeal.,
628,-1,"no need to fwd, the snapdeal ppl will track you down infact the has been built especially for you",
629,7,snapdeal makes me want to shop more. one of best mobile shopping apps i have seen so far. great going!,
630,2,many congratulation to a,
631,3,hey guys check this how beautifully the has been designed,
632,7,snapdeal is a nice website. love the huge range of products.,
633,6,snapdeal is a nice website. great offers and savings from snapdeal.,
634,2,interesting read,
635,2,"rt adobe's rajiv mangla to take over as snapdeal's snapdeal is in talks to hire rajiv mangla, a top adobe sy...",
636,0,new place new world of snapdeal to work in is the,
637,1,sadda adda! now that's my style! snapdeal wish i could work with you!,
638,0,tweeps the coolest place to work in is the without a doubt!,
639,3,tweeps its good to know that  has opened new office in,
640,5,a grand welcome to employees working in new office,
641,2,welcome awesomeness in your life with register today -,
642,6,gurgaon employees are now lucky to have this as best workstation!,
643,9,"a great mind, a great shopping experience and now a great place for work too",
644,4,snapdeal shopping in one word - simple amazing i found the customer service of snapdeal to be very nice.,
645,3,"everyone needs to check the   
best place to work in the ncr!!",
646,4,a new start to   in form of new office. looks amazing,
647,0,just as promising as their services!,
648,-1,friends now we also choose our dil ki deal offline with new,
649,3,in love with this office of  at gurgaon spread at 4.5 lacs sq,
650,3,"guys look at this!! 
beautifully designed and",
651,2,what a welcome to employees at i am so impressed.,
652,1,tweeps is a place where passion meets innovation &amp; create the impact on millions.,
653,2,i am loving the office,
654,3,gurgaon the concrete jungle is a perfect place to have office,
655,2,it's time to welcome in gurgaon!,
656,3,i would love to work at  how to be an one of ur representative ?,
657,6,not only nice packing from  the office of snapdeal is also good,
658,0,"is privy to the 
come, take a look",
659,3,is perfect,
660,3,i'm very much excited to know how to apply for the,
661,3,perfect place &amp; statement of class apart,
662,0,the infrastructure looks out of the world!,
663,3,rt tweeps good to know that  has opened new office in,
664,3,snapdeal makes me happy!!! i was happy to get my product delivered very quickly. within 2 days.. faster than any flipkart,
665,3,wish my workplace looked like the,
666,6,"rt gym, spa, library all at one place.. wow what coud be better than this! l'ovin the news of",
667,6,every place is not lucky as gurgaon to get beautiful office any plans  for office in lucknow?,
668,0,exide ex850va home ups inverters is selling cheaper at inr 4249 today,
669,4,such an awesome offyc will bring awesomeness in work too,
670,3,"gurgaon is so lucky
 is here.",
671,6,this is true a great office is the secret of unlocking greater potential,
672,0,if my workplace is the most happening place in,
673,-4,all tweets are fake n snapdeal employees r shouting coz dey r paid dont waste ur time here,
674,2,"the infrastructure and design of the is just mind blowing, hope there are vacancies for all",
675,11,a most friendly atmosphere &amp; a superb cool fascinated place ?,
